Store,Response,Week Starting,Schedule
London,happy,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
London,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Durham,happy,"February 4, 2024",DIM SUM CK
London,neutral,"February 4, 2024",RESTAURANT
Durham,neutral,"February 4, 2024",DIM SUM CK
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",RESTAURANT
London,sad,"February 4, 2024",BAR
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Surrey,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,sad,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,sad,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RECEPTION
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",FRONT KITCHEN
London,sad,"February 4, 2024",BAR
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",BAR
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",BAR
Manchester,neutral,"January 28, 2024",BAR
London,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
London,sad,"January 28, 2024",BAR
London,sad,"January 28, 2024",BAR
London,neutral,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
London,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,sad,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Manchester,sad,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,sad,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",RESTAURANT
London,neutral,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",RECEPTION
London,happy,"January 28, 2024",RECEPTION
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,sad,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",RECEPTION
Manchester,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",RECEPTION
London,happy,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,sad,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",BAR
Surrey,neutral,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
London,neutral,"January 28, 2024",RESTAURANT
Surrey,sad,"January 28, 2024",RECEPTION
London,neutral,"January 28, 2024",BAR
London,happy,"January 28, 2024",RECEPTION
London,neutral,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
London,happy,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",BACK KITCHEN
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Durham,happy,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
London,happy,"January 28, 2024",BAR
Durham,sad,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Manchester,happy,"January 28, 2024",BACK KITCHEN
Durham,neutral,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,sad,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Durham,sad,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",DIM SUM CK
London,sad,"January 28, 2024",BACK KITCHEN
Durham,neutral,"January 28, 2024",DIM SUM CK
Surrey,neutral,"January 28, 2024",BAR
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,sad,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RECEPTION
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Durham,happy,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Surrey,neutral,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",BACK KITCHEN
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,sad,"January 28, 2024",BAR
Manchester,neutral,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",BAR
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,happy,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
London,sad,"January 28, 2024",RESTAURANT
London,sad,"January 28, 2024",BAR
London,neutral,"January 28, 2024",BAR
Surrey,neutral,"January 28, 2024",BACK KITCHEN
Surrey,sad,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Surrey,sad,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",BACK KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",BACK KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
London,neutral,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RECEPTION
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,sad,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
London,neutral,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RECEPTION
London,happy,"January 28, 2024",RECEPTION
Surrey,happy,"January 28, 2024",RECEPTION
London,happy,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Manchester,sad,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
London,sad,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",RECEPTION
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",FRONT KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
Manchester,sad,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",FRONT KITCHEN
London,happy,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,sad,"January 28, 2024",FRONT KITCHEN
London,neutral,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",RESTAURANT
London,neutral,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",BAR
Surrey,sad,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",BACK KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
Surrey,sad,"January 28, 2024",RECEPTION
London,neutral,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",FRONT KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,neutral,"January 28, 2024",BACK KITCHEN
London,happy,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BAR
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",COLD KITCHEN
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,happy,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,sad,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Manchester,happy,"January 28, 2024",BACK KITCHEN
Durham,sad,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",HOT KITCHEN
Durham,happy,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",HOT KITCHEN
Durham,neutral,"January 28, 2024",HOT KITCHEN
Durham,sad,"January 28, 2024",HOT KITCHEN
Manchester,happy,"January 28, 2024",RECEPTION
London,neutral,"January 28, 2024",BACK KITCHEN
Durham,neutral,"January 28, 2024",DIM SUM CK
Durham,neutral,"January 28, 2024",HOT KITCHEN
Surrey,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Durham,happy,"January 28, 2024",COLD KITCHEN
London,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",None
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BAR
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",BAR
Manchester,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Manchester,neutral,"January 28, 2024",RESTAURANT
Surrey,neutral,"January 28, 2024",RESTAURANT
Surrey,sad,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",RESTAURANT
Manchester,happy,"January 28, 2024",RECEPTION
Surrey,neutral,"January 28, 2024",RESTAURANT
London,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",RESTAURANT
Surrey,happy,"January 28, 2024",BACK KITCHEN
Surrey,happy,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,happy,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",FRONT KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Manchester,neutral,"January 28, 2024",BACK KITCHEN
Manchester,happy,"January 28, 2024",RESTAURANT
